From Bank,To Bank,Amount Paid,Payment Currency,Payment Format,Is Laundering,Hour,Dayofweek
242822,147379,999.25,Yuan,Cheque,0,20,3
35777,16,185.63,Canadian Dollar,Credit Card,0,20,6
18,263186,643054.46,Saudi Riyal,Cheque,0,0,3
6681,18624,727.83,Euro,Cheque,0,2,4
600,600,8.36,Euro,Reinvestment,0,1,3
141632,42275,595.99,Australian Dollar,Cheque,0,3,4
11047,1889,42.86,US Dollar,Credit Card,0,22,5
13,4,1811388.61,Yen,Cheque,0,19,0
354256,52860,2510.4,Swiss Franc,Cheque,0,0,3
212,243057,9130.09,Australian Dollar,Cheque,0,9,4
5383,7839,674.43,Euro,Cheque,0,18,2
23,13,45086091.18,Yen,Cheque,0,10,4
14,1720,18468.35,Euro,Cheque,0,19,5
70,5893,1733.38,Yuan,Credit Card,0,17,4
26179,28625,1182655.89,US Dollar,Cheque,0,11,3
25,25,175620.55,Rupee,Reinvestment,0,16,3
18,163470,7306673.0,Saudi Riyal,ACH,0,8,3
70,10,172.86,Canadian Dollar,Cheque,0,1,1
16262,137952,19743.89,US Dollar,Cheque,0,22,5
4,116914,23878.47,Yen,Cheque,0,8,2
0,17353,293.92,Euro,Cheque,0,15,4
17289,15461,836.54,Euro,Cheque,0,13,2
394,1807,223.0,US Dollar,Credit Card,0,23,4
18121,215820,533.84,Euro,Cheque,0,4,3
70,63779,151.96,Saudi Riyal,Cash,0,20,4
600,23848,1993.72,Euro,Cheque,0,10,4
22595,22595,73.14,US Dollar,ACH,0,12,6
123260,123800,117275.39,Rupee,Cheque,0,4,0
7080,9096,12773.05,Yuan,Credit Card,0,12,3
24816,226871,33347.95,Rupee,ACH,0,7,5
43217,240057,1091.41,US Dollar,Cash,0,0,3
7080,11,1355.0,Yuan,Credit Card,0,23,4
70,116299,39265.42,Euro,Cash,0,11,4
692,10311,1396.06,Yuan,Credit Card,0,22,0
157900,115,40.6,Shekel,Cheque,0,2,0
70,123496,3510.05,Euro,Cheque,0,21,4
216,63587,2858.22,Saudi Riyal,Cash,0,12,1
11046,11046,278.95,US Dollar,ACH,0,4,3
57466,59642,7.41,Shekel,Cheque,0,10,1
1110,11047,391.41,US Dollar,Credit Card,0,14,4
23041,1639,30.39,US Dollar,Credit Card,0,0,6
28560,28560,18.62,Euro,Reinvestment,0,0,3
15740,15745,8763.1,Yen,Cheque,0,23,2
18665,254164,2152.36,US Dollar,Credit Card,0,12,4
17213,17768,18433.81,Yuan,Cheque,0,1,2
11,5923,1235.98,Yuan,Cheque,0,23,5
70,21393,2551.43,US Dollar,Credit Card,0,21,3
531,5206,103.62,US Dollar,Cheque,0,12,6
1776,17319,23087.45,Euro,Credit Card,0,0,3
330972,20,75.89,US Dollar,Cheque,0,2,4
50453,150028,1415.01,Brazil Real,Cheque,0,2,3
33795,6314,94.23,US Dollar,ACH,0,5,4
136136,136474,22.5,Canadian Dollar,Wire,0,20,0
22481,22481,4.38,US Dollar,Reinvestment,0,0,3
24029,24643,1630513.49,Euro,ACH,0,17,6
135933,136424,694.04,Canadian Dollar,Credit Card,0,9,4
217,18,1060.06,Saudi Riyal,Cheque,0,1,5
70,228147,12.32,Euro,Cash,0,2,2
18121,3460,600.27,Euro,ACH,0,8,4
70,24455,0.75,Euro,Credit Card,0,8,2
211738,9856,6889.95,Yuan,Cheque,0,8,2
257456,158406,268.5,US Dollar,Cheque,0,19,5
21260,18270,802.12,US Dollar,Credit Card,0,2,1
1217,18084,89.74,US Dollar,Credit Card,0,6,2
70,0,1403.77,Euro,Cheque,0,21,3
23760,3202,58.18,US Dollar,Cheque,0,3,3
118,118,0.043023,Bitcoin,Bitcoin,0,6,1
20,115216,2736.18,US Dollar,Credit Card,0,0,5
11770,232746,1268.37,US Dollar,Cheque,0,5,6
123184,123184,1898.49,Yen,Reinvestment,0,21,3
70,26179,108135.59,US Dollar,Cheque,0,17,0
15680,118159,2114921167.14,Yen,Cheque,0,0,3
11437,18076,659.58,Euro,Credit Card,0,23,6
35777,8,909.88,Canadian Dollar,Credit Card,0,6,4
11671,1422,8039.9,US Dollar,Credit Card,0,1,3
12386,114948,135.31,Euro,Cheque,0,14,0
115771,1277,78.82,US Dollar,Credit Card,0,5,0
19182,19182,1650.29,US Dollar,Reinvestment,0,23,3
70,23,163774.97,Yen,Cheque,0,8,2
21444,1390,180.31,Euro,Cash,0,19,5
1291,2196,840834.15,US Dollar,Cheque,0,22,4
23033,72,588.69,Rupee,Cash,0,7,3
11047,3653,152.76,US Dollar,Credit Card,0,0,2
15680,12702,3038.52,US Dollar,Cheque,0,20,4
115481,233465,113.68,US Dollar,Cheque,0,4,4
1439,12063,201.43,US Dollar,Credit Card,0,21,3
1390,23848,425.57,Euro,Credit Card,0,11,3
153743,54266,76314.98,Swiss Franc,ACH,0,8,3
25,233674,12840.38,UK Pound,Cheque,0,2,6
153743,153743,277.76,Swiss Franc,ACH,0,18,4
22481,3533,102766.65,US Dollar,Cheque,0,1,4
249585,150810,1401938.39,Brazil Real,Cheque,0,16,6
5082,5981,635.53,Euro,Cheque,0,13,3
10,136136,8380.13,Canadian Dollar,Cash,0,8,1
32110,124049,2742.48,US Dollar,Cheque,0,5,4
13354,13354,115.04,US Dollar,ACH,0,18,3
8318,1807,68.09,US Dollar,Cheque,0,16,3
4,217087,153000.77,Yen,Credit Card,0,17,3
531,3500,174.53,US Dollar,Credit Card,0,16,4
15607,8884,20627.84,Euro,Cash,0,9,3
70,9534,266.2,Yuan,Credit Card,0,4,4
1120,22547,274.77,US Dollar,Cash,0,19,4
8889,8889,22511.84,Euro,Reinvestment,0,17,3
1217,1422,1200.73,US Dollar,ACH,0,21,5
235889,235889,17.59,Canadian Dollar,Reinvestment,0,0,3
23410,23410,77.68,US Dollar,Reinvestment,0,19,3
11,11,592.85,Brazil Real,Cheque,0,11,5
15168,7080,3495.71,Yuan,Credit Card,0,23,4
17102,218587,27.91,Euro,ACH,0,11,4
1217,1217,5226.85,US Dollar,ACH,0,13,1
238352,15786,179.47,US Dollar,Credit Card,0,3,3
2545,1231,2200.14,US Dollar,ACH,0,6,5
70,36096,2901.14,Canadian Dollar,Credit Card,0,5,3
4894,1217,436.35,US Dollar,Cheque,0,16,5
27637,24202,5968.6,Rupee,Cheque,0,1,4
167557,68517,7446.45,Saudi Riyal,ACH,0,16,4
112,153743,798.25,Swiss Franc,Cheque,0,2,3
11,13354,612.18,US Dollar,Credit Card,0,4,2
70,236897,24.43,US Dollar,Cash,0,11,4
285,230595,4883.37,Ruble,Cheque,0,20,5
70,1,68618.07,US Dollar,Cash,0,11,1
2860,15640,4.09,US Dollar,ACH,0,15,4
11,119593,625.07,US Dollar,Cheque,0,4,1
394,11968,1318.37,US Dollar,Cheque,0,7,3
21547,39697,135782.09,US Dollar,Cheque,0,0,3
110777,110777,246568.93,US Dollar,Reinvestment,0,0,3
21048,21048,5185.79,Euro,Reinvestment,0,7,3
41126,41019,121.57,Australian Dollar,Credit Card,0,0,2
2175,225897,54253497.62,Rupee,Cheque,0,21,5
214,217,0.11612,Bitcoin,Bitcoin,0,3,4
25242,142590,781.08,US Dollar,Credit Card,0,6,2
112568,1422,101.82,US Dollar,Cheque,0,14,3
269294,269294,0.265032,Bitcoin,Bitcoin,0,7,3
123440,123440,519700.87,Euro,Reinvestment,0,0,3
13210,16262,2469.34,US Dollar,ACH,0,15,4
336974,235647,148.75,Canadian Dollar,Cheque,0,19,4
28393,28393,16.47,US Dollar,Reinvestment,0,0,3
252477,153802,11982.12,Swiss Franc,Credit Card,0,19,2
239440,230733,41.19,US Dollar,Credit Card,0,7,4
133936,233601,100.31,UK Pound,Cash,0,7,3
23809,26203,10034.78,Rupee,Credit Card,0,8,4
124503,24713,163181.86,Rupee,Cheque,0,13,1
219,170558,0.024919,Bitcoin,Bitcoin,0,12,2
22031,11495,5504.33,US Dollar,Credit Card,0,12,0
5,5,3051.86,Rupee,Cheque,0,9,3
1,1,1639.61,US Dollar,Cheque,0,16,6
13474,236488,379.53,US Dollar,Cheque,0,15,4
115,257741,846.03,Shekel,Cheque,0,0,2
142327,43129,576.65,Australian Dollar,Cheque,0,8,2
8106,23319,6416.99,US Dollar,Credit Card,0,10,3
70,131179,606.8,Euro,Cheque,0,13,0
224,20,679.61,US Dollar,Cheque,0,4,3
6681,19629,21939.96,Euro,Credit Card,0,4,4
115648,13,13257.89,Yen,Cheque,0,7,3
74307,75436,0.048852,Bitcoin,Bitcoin,0,7,3
2860,22124,2021.57,US Dollar,ACH,0,4,6
12702,231039,750.85,US Dollar,Credit Card,0,19,2
14195,8087,151.76,Euro,Credit Card,0,23,1
28958,13354,11996.99,US Dollar,Cheque,0,9,3
11314,117105,15756.88,Euro,Cash,0,17,3
212996,163060,1398.57,US Dollar,Credit Card,0,14,2
66930,68281,6449.79,Saudi Riyal,ACH,0,4,1
245681,46633,1033.33,Mexican Peso,Credit Card,0,0,3
11,210812,6930.49,Yuan,Credit Card,0,2,4
326255,14334,2399.7,Yuan,ACH,0,2,4
423,25856,1982.18,Euro,Cash,0,22,2
213,257741,24715.81,Shekel,Cheque,0,5,3
70,48128,88.91,Euro,Cash,0,14,5
11,6829,204.86,Euro,Cheque,0,17,3
19561,138123,257.55,US Dollar,Cheque,0,22,1
14,2514,4615.05,Euro,ACH,0,11,4
112,257858,5731.96,Shekel,Cheque,0,6,3
70,11770,178.9,US Dollar,Credit Card,0,9,0
1120,5855,7829.67,US Dollar,Cheque,0,7,1
12204,13210,1433.72,US Dollar,Cheque,0,23,3
361036,118699,186.07,US Dollar,Cheque,0,18,4
1422,1422,41859.66,US Dollar,Cheque,0,14,4
5383,114948,29.09,Euro,Wire,0,4,2
213293,110198,12.13,Yuan,Credit Card,0,0,1
115,164686,1807.53,Saudi Riyal,ACH,0,3,2
215107,232406,178.55,US Dollar,Cash,0,14,0
219705,215187,4870.51,US Dollar,Credit Card,0,14,3
14,25552,190032.53,Rupee,Credit Card,0,2,5
1394,14408,236.72,US Dollar,Credit Card,0,11,2
20,135035,2010.24,US Dollar,Cash,0,6,1
11265,11265,10.73,US Dollar,Reinvestment,0,17,3
241535,29264,60.64,US Dollar,Cheque,0,9,6
21876,14620,23.18,Euro,ACH,0,4,3
18081,18671,45699.77,US Dollar,ACH,0,1,5
1439,21260,4132.77,US Dollar,ACH,0,4,2
149034,151037,55.03,Brazil Real,Credit Card,0,0,5
14,3,372.3,Euro,ACH,0,6,0
6058,6058,17.81,Euro,Reinvestment,0,15,3
17,112,3455.86,Swiss Franc,Credit Card,0,15,2
9534,210277,6338.91,Yuan,Credit Card,0,5,1
216,67606,29.05,Saudi Riyal,Wire,0,4,4
221024,135650,3286.86,US Dollar,Cheque,0,11,3
1776,3460,1011.91,Euro,Credit Card,0,21,1
341551,42130,592.25,Australian Dollar,ACH,0,8,4
423,1126,6130.6,Euro,Cheque,0,8,1
70,27425,12800.26,Yuan,Credit Card,0,5,4
112357,23848,317.72,Euro,Cheque,0,9,6
4187,222439,454.21,US Dollar,Cheque,0,6,4
19,113,11166.49,Mexican Peso,Cheque,0,13,3
123957,123957,35063.0,Rupee,Cash,0,1,4
19104,19931,55053.41,Yuan,Credit Card,0,22,4
15607,8720,7716203.26,Euro,Cheque,0,19,4
70,23194,322.83,Euro,Cash,0,13,4
116914,117286,629118.38,Yen,Credit Card,0,7,0
15461,223762,84808.35,Euro,Cheque,0,9,5
54504,54504,558764.81,Swiss Franc,Reinvestment,0,0,3
70,24677,10656.03,Rupee,Cheque,0,9,0
70,349,3792.12,US Dollar,Credit Card,0,4,0
119174,119174,20014.29,US Dollar,Reinvestment,0,5,3
70,13413,352.2,Yuan,Cash,0,22,2
37022,131787,6531.3,US Dollar,ACH,0,8,5
41348,142231,6081.4,Australian Dollar,Cheque,0,3,4
19413,24320,58811.65,Rupee,Cheque,0,0,4
216,63779,1937.12,Saudi Riyal,ACH,0,5,4
15885,112685,962.41,Yuan,Cheque,0,8,4
133903,133674,2702.09,Euro,ACH,0,5,4
11047,24999,15.11,US Dollar,Credit Card,0,8,4
14,498,1412.26,Euro,ACH,0,22,3
11222,11222,12822.28,US Dollar,Reinvestment,0,18,3
70,5687,3868.97,US Dollar,Cheque,0,4,4
70,16263,841.54,US Dollar,Credit Card,0,16,4
692,692,1164.43,Yuan,ACH,0,9,3
70,134019,199.7,US Dollar,Cheque,0,18,3
14,22264,89.12,Euro,Credit Card,0,7,0
3100,13703,278.34,US Dollar,Credit Card,0,22,1
11255,14133,2717.49,US Dollar,Cheque,0,14,2
18586,15461,888.08,Euro,Cheque,0,18,4
70,24070,3045.27,Euro,Cheque,0,19,0
28102,11770,194.74,US Dollar,Cheque,0,4,0
158021,59642,1745.01,Shekel,Cheque,0,23,2
9096,160190,1784.52,Yuan,Cash,0,14,5
11,241503,219.1,Australian Dollar,ACH,0,5,1
15168,127345,322.69,Yuan,Credit Card,0,18,4
425,423,11.72,Euro,Cheque,0,5,0
21876,21876,7288908.74,Euro,Reinvestment,0,0,3
1231,21246,9594.66,US Dollar,Cheque,0,18,4
211018,8087,5.77,Euro,ACH,0,8,0
23848,211018,7881.68,Euro,Credit Card,0,14,1
70,12702,1101.73,US Dollar,Credit Card,0,9,6
19419,122416,205.97,Euro,Cheque,0,9,2
216,216,205.3,Saudi Riyal,Credit Card,0,15,4
70,119927,41748.73,US Dollar,Cheque,0,15,3
213,213,56800.86,Shekel,Credit Card,0,0,3
70,20,164.6,US Dollar,Cheque,0,2,3
11305,35086,796.57,US Dollar,Wire,0,23,4
1120,21260,423.7,US Dollar,Credit Card,0,8,3
1231,211374,995.69,US Dollar,Cheque,0,0,4
25242,18890,747.88,US Dollar,Cheque,0,21,3
11770,25443,1299.95,US Dollar,Cheque,0,6,4
12063,20,4120.4,US Dollar,Credit Card,0,14,2
5893,17213,148244.18,Yuan,Credit Card,0,0,3
70,11,2068.8,Brazil Real,Cash,0,6,4
227876,139974,2569.73,US Dollar,Cheque,0,5,2
0,11,4363.06,Euro,Credit Card,0,21,4
224,11337,1604.81,US Dollar,Cheque,0,22,2
69465,270010,0.608567,Bitcoin,Bitcoin,0,21,1
148698,49865,12123.33,Brazil Real,Cheque,0,10,6
70,28665,25754.06,Euro,Cheque,0,22,4
16293,7522,4137.3,Euro,Cheque,0,16,0
3718,5294,2904.15,Euro,Wire,0,15,4
1595,1595,15.16,Euro,Reinvestment,0,15,3
3718,12702,4520.67,US Dollar,ACH,0,15,1
70,10,503707.61,Brazil Real,Cheque,0,6,2
70,2514,14151.2,Euro,Cheque,0,19,4
5033,8488,3928.25,US Dollar,Cheque,0,22,4
136580,21547,6605.35,US Dollar,Cheque,0,4,0
16679,2860,37.56,US Dollar,Credit Card,0,0,3
21260,22595,1049.73,US Dollar,Cheque,0,18,3
3,7522,23525.58,Euro,Credit Card,0,5,5
1394,1120,5490.53,US Dollar,ACH,0,19,4
12,2860,207.84,US Dollar,Cheque,0,9,2
20,7839,84.56,Euro,ACH,0,11,1
149891,248957,12504.98,Brazil Real,Cheque,0,9,3
70,136136,35.93,Canadian Dollar,Cash,0,12,2
11265,236488,8.02,US Dollar,Cash,0,3,4
127361,126123,2010.37,Rupee,Cash,0,12,3
342025,141846,81.4,Australian Dollar,Cheque,0,13,4
394,11265,1198.1,US Dollar,Cheque,0,5,6
5082,37042,4457.44,Euro,Cash,0,9,6
4790,12063,165.22,US Dollar,Cheque,0,11,3
26272,227269,119406.3,Rupee,Cheque,0,16,3
224,5082,0.2,Euro,ACH,0,3,3
123520,51513,4687.1,Euro,Wire,0,13,5
123651,224257,24582.16,Rupee,Cheque,0,15,4
221284,11265,4934871.78,US Dollar,ACH,0,7,0
27,285,28343.26,Ruble,Cheque,0,11,1
12,9096,7652.39,Yuan,Cheque,0,15,3
22129,21828,2326.16,US Dollar,Cheque,0,9,1
28625,11661,2343.83,US Dollar,Cheque,0,7,4
1,531,737.24,US Dollar,ACH,0,23,3
11255,3653,2357.87,US Dollar,ACH,0,10,1
5206,146307,7399.79,US Dollar,Credit Card,0,18,4
33219,12063,185.45,US Dollar,Credit Card,0,9,3
13243,113016,409.45,US Dollar,Credit Card,0,0,3
11,141846,0.75,Australian Dollar,Cheque,0,23,3
4790,212996,25538.61,US Dollar,Cheque,0,15,4
163233,115,15617.05,Saudi Riyal,Credit Card,0,7,0
34735,216208,120.11,Euro,Credit Card,0,17,4
16,136009,358.22,Canadian Dollar,Cheque,0,14,1
33858,233674,1861.01,UK Pound,Credit Card,0,5,4
20,16262,260.92,US Dollar,Cheque,0,0,1
1135,245729,7047.59,Mexican Peso,Cheque,0,11,3
63834,63587,64696.1,Saudi Riyal,Cheque,0,13,4
13821,23571,1712.67,US Dollar,Cheque,0,21,4
20,11437,4473.72,Euro,Cheque,0,12,3
17213,7080,2192.18,Yuan,Cheque,0,3,0
17380,221585,22166.74,Yen,ACH,0,5,4
112568,134720,397.74,US Dollar,Cheque,0,8,4
498,222654,5150.62,Euro,ACH,0,2,0
1422,224,805.1,US Dollar,Cheque,0,6,1
318669,219011,2296.89,Euro,ACH,0,0,3
231905,17831,1336.83,US Dollar,Cheque,0,10,6
212529,219760,11420.33,Euro,Cheque,0,22,6
3,25634,10327.5,Euro,Credit Card,0,9,1
136009,235943,2674.7,Canadian Dollar,ACH,0,18,1
158021,58138,74.49,Shekel,ACH,0,22,4
215107,110821,2398.81,US Dollar,ACH,0,2,1
137383,137383,76784.67,US Dollar,Reinvestment,0,0,3
211374,215187,152.32,US Dollar,ACH,0,5,4
119732,123568,10461.58,Rupee,Cheque,0,13,5
1277,118681,64.89,US Dollar,Credit Card,0,0,0
1422,145591,43574.23,US Dollar,ACH,0,0,4
17,236335,4593.15,Canadian Dollar,Credit Card,0,13,4
22432,159440,11471.27,US Dollar,Credit Card,0,8,1
1135,146529,1668.38,Mexican Peso,Cheque,0,14,0
2175,160417,141.86,US Dollar,Cheque,0,17,6
157900,59642,674.58,Shekel,Credit Card,0,10,3
5572,18326,260.12,US Dollar,ACH,0,9,5
1,15284,1983.24,US Dollar,Cheque,0,13,4
136311,235735,242.43,Canadian Dollar,Cheque,0,22,1
394,22547,1278.38,US Dollar,Cheque,0,15,4
270010,169309,0.010407,Bitcoin,Bitcoin,0,4,0
70,164686,10248.45,Saudi Riyal,Cheque,0,13,4
24816,119732,614757.94,Rupee,Cheque,0,10,4
1422,217226,782.89,US Dollar,ACH,0,17,4
214867,219687,595.24,US Dollar,Credit Card,0,6,3
70,28665,6210.04,Euro,Credit Card,0,0,1
26922,212379,575.77,Yuan,Cheque,0,7,3
235889,136474,543.51,Canadian Dollar,Cheque,0,14,6
29448,215107,596.32,US Dollar,Credit Card,0,9,3
213734,210277,19161.0,Yuan,ACH,0,7,2
23319,26894,1744.15,US Dollar,Cash,0,23,4
116648,122967,253116.47,US Dollar,Cash,0,17,1
315927,29640,0.04,Yen,Cheque,0,0,3
1394,5572,3402.5,US Dollar,Cheque,0,23,4
136136,136009,487.72,Canadian Dollar,Credit Card,0,22,3
1638,11661,0.52,US Dollar,ACH,0,16,6
53905,53905,12.21,Swiss Franc,Reinvestment,0,0,3
70,214445,813.53,Euro,Cheque,0,0,4
3653,3653,9485.54,US Dollar,ACH,0,20,0
151250,11046,26.41,US Dollar,Credit Card,0,0,0
131333,134852,111.19,Euro,Cheque,0,0,5
17768,110198,1479.8,Yuan,Credit Card,0,18,3
61848,237640,4946.14,US Dollar,ACH,0,12,6
20,21414,332.95,US Dollar,ACH,0,6,3
11437,44253,11.22,Euro,Credit Card,0,2,3
394,242580,957.03,US Dollar,Cheque,0,20,4
14408,27175,27.45,US Dollar,Cheque,0,10,1
20,114954,2658.77,US Dollar,Credit Card,0,6,1
1126,238186,631.9,Euro,Cheque,0,23,3
18076,25634,206.7,Euro,Cheque,0,19,4
233064,233064,1279.24,UK Pound,Reinvestment,0,18,3
13,17380,166176.25,Yen,Cheque,0,18,4
3671,14172,1.57,Euro,Credit Card,0,0,5
11,5082,2562.24,Euro,Cash,0,4,4
70,7082,5596.12,Yuan,Credit Card,0,12,4
19,110,26196.55,Australian Dollar,ACH,0,23,5
46228,41014,953811.77,Mexican Peso,ACH,0,17,4
341672,341672,2102.12,US Dollar,Reinvestment,0,0,3
12386,118970,1822.61,Euro,Cheque,0,1,1
28102,18890,3363.96,US Dollar,Cheque,0,0,4
24027,223135,173.69,Euro,Cheque,0,12,2
17036,13590,1622.75,Euro,Cheque,0,2,0
14640,24070,426.99,Euro,Cheque,0,5,4
210,150730,2004.81,Brazil Real,Credit Card,0,16,1
115481,120336,146.44,US Dollar,Credit Card,0,14,1
1639,11046,75062.37,US Dollar,Cheque,0,21,1
272409,269329,0.060231,Bitcoin,Bitcoin,0,14,4
21393,394,8.7,US Dollar,Credit Card,0,0,3
22890,3597,25.94,US Dollar,Credit Card,0,2,0
2196,3440,37.28,US Dollar,Credit Card,0,0,2
137952,239632,441.35,US Dollar,ACH,0,18,4
28560,144936,41893.56,Euro,Cash,0,17,4
310773,123440,53.94,Euro,Credit Card,0,11,4
70,17803,684.39,US Dollar,Cheque,0,22,4
233345,16739,16644.87,US Dollar,Cheque,0,1,3
234539,155605,985.43,Euro,Cheque,0,6,3
11483,115216,191.37,US Dollar,Cheque,0,4,0
2860,61144,9276.98,US Dollar,Credit Card,0,8,5
41019,41126,10300.63,Australian Dollar,Cheque,0,8,0
70,15875,18619.59,US Dollar,Cheque,0,21,3
17213,15,14660.79,Yuan,Cheque,0,20,3
123651,23494,17073183.11,Rupee,Wire,0,23,5
166753,166753,13807.67,Saudi Riyal,Reinvestment,0,1,3
23760,14595,171.13,US Dollar,Cheque,0,6,5
2514,2514,1106.44,Euro,ACH,0,15,3
70,241979,4698.65,Australian Dollar,Cheque,0,14,0
115128,13125,35.89,US Dollar,Credit Card,0,0,5
1889,22595,167.14,US Dollar,Cheque,0,18,1
131036,232393,32559.33,Ruble,Cheque,0,14,3
9976,7082,532.35,Yuan,Cheque,0,11,5
136136,11,771.05,Canadian Dollar,Credit Card,0,3,3
1768,25885,5652.71,Euro,ACH,0,4,0
17,136678,12701.84,Canadian Dollar,Cheque,0,19,0
29264,139974,2458.22,US Dollar,Cheque,0,5,4
123260,5,2466279.4,Rupee,ACH,0,7,4
344006,233345,1726.98,US Dollar,Cheque,0,23,4
1217,6045,40735.23,US Dollar,ACH,0,17,3
43217,45803,104.78,US Dollar,Credit Card,0,22,2
70,132407,165342.77,Ruble,Cheque,0,10,0
158021,57466,96.94,Shekel,Wire,0,20,1
70,44253,874.36,Euro,Credit Card,0,4,4
36247,12592,46.72,US Dollar,Cash,0,13,4
600,2514,680.84,Euro,Cash,0,7,0
70,29433,56785.79,Euro,Cash,0,19,5
38733,229425,89.37,Euro,Cheque,0,22,4
220164,29919,307.36,Euro,Credit Card,0,10,4
1720,18076,1580.93,Euro,Cheque,0,10,5
1217,1,3585.52,US Dollar,Credit Card,0,1,4
12592,122967,146.75,US Dollar,Cash,0,18,4
21939,12204,1151.54,US Dollar,Credit Card,0,23,4
1595,130593,249.65,Euro,Cheque,0,2,3
15783,215721,92.74,US Dollar,Cheque,0,14,2
241979,143711,823.34,Australian Dollar,Cheque,0,0,4
28195,144308,162.34,US Dollar,Cheque,0,13,0
0,14172,39.14,Euro,Credit Card,0,12,4
149034,149034,118369.1,Brazil Real,Cheque,0,11,3
144292,120229,222894.41,Euro,Wire,0,0,3
70,115966,83.35,US Dollar,Credit Card,0,5,3
133936,28195,324.15,US Dollar,Cash,0,18,1
11222,152182,63608.73,US Dollar,Cheque,0,19,1
29154,48019,54.53,Euro,Wire,0,22,4
1,117916,138.19,US Dollar,Cheque,0,22,4
70,18586,323.45,Euro,Cheque,0,7,4
119732,28455,2770.75,Rupee,ACH,0,20,3
692,26,1051.29,Yuan,Cheque,0,11,3
11,19172,1208116.8,Yuan,Cash,0,0,4
11314,6681,2060.4,Euro,Credit Card,0,23,3
17,138879,370.71,Canadian Dollar,Credit Card,0,18,0
28865,219687,1.93,US Dollar,Credit Card,0,0,5
123824,124304,459.31,Rupee,ACH,0,5,1
165440,65528,9085578.56,Saudi Riyal,Cheque,0,0,3
123568,126123,4215.52,Rupee,Wire,0,5,4
12066,13255,30109.95,Yuan,ACH,0,23,3
11255,11255,406150.34,US Dollar,ACH,0,23,3
13703,15194,30105.05,US Dollar,Cheque,0,1,4
3671,1390,1705.88,Euro,Cheque,0,5,3
2545,215187,241.63,US Dollar,Cheque,0,12,3
18747,15194,367.48,US Dollar,Cheque,0,16,4
123957,119699,366739.66,Rupee,Credit Card,0,16,4
214,69314,0.001123,Bitcoin,Bitcoin,0,3,3
216,167131,487.9,Saudi Riyal,Credit Card,0,11,6
152926,112,4016.12,Swiss Franc,ACH,0,23,4
11046,11046,6.66,US Dollar,Reinvestment,0,20,3
20,157989,44.53,US Dollar,Credit Card,0,12,5
6586,6586,14382.88,Euro,Reinvestment,0,11,3
129927,113317,6214.11,US Dollar,Cheque,0,0,3
169489,171723,0.467746,Bitcoin,Bitcoin,0,0,1
59033,112,818.54,Shekel,Cheque,0,19,5
17059,7272,80.33,Euro,ACH,0,7,3
7249,7249,158.6,Euro,Reinvestment,0,0,3
70,255247,375.7,Euro,Cheque,0,20,1
14,20,29.17,Euro,Wire,0,4,0
18355,238186,18901.98,Euro,Credit Card,0,5,4
211,152907,3762.46,Swiss Franc,Credit Card,0,13,0
236335,35777,185988.97,Canadian Dollar,Cheque,0,13,4
217717,214867,65.48,US Dollar,Cheque,0,10,2
216796,25463,399.36,US Dollar,Credit Card,0,0,0
13474,23410,25448.41,US Dollar,Cheque,0,19,4
1835,217215,395600.48,Euro,Cheque,0,22,6
18081,18081,221.07,US Dollar,ACH,0,4,4
21828,2175,323.49,US Dollar,Cash,0,23,1
216,18,168.57,Saudi Riyal,Credit Card,0,4,3
1291,1639,5423.56,US Dollar,Cheque,0,9,0
33568,20,293.71,Euro,ACH,0,20,4
70,243575,197.9,US Dollar,Credit Card,0,12,4
1231,3389,340.6,US Dollar,Credit Card,0,20,2
22595,22595,47009.64,US Dollar,ACH,0,14,4
70,28335,468.43,Yuan,Credit Card,0,23,0
245768,46633,1599600.04,Mexican Peso,ACH,0,2,4
253721,252477,363.98,Swiss Franc,Cheque,0,11,4
11,40989,1459.72,Australian Dollar,Credit Card,0,15,4
423,112438,6721.18,Euro,Cash,0,0,3
7,8,113.2,UK Pound,Credit Card,0,21,3
19,40989,311.63,Australian Dollar,Credit Card,0,6,5
317221,215571,87.88,US Dollar,ACH,0,21,4
39709,29867,1590.23,Yuan,Cash,0,7,4
70,11046,290.08,US Dollar,Cheque,0,14,0
268792,170412,0.817322,Bitcoin,Bitcoin,0,20,2
263186,266406,4487.69,Saudi Riyal,Credit Card,0,1,4
70,157937,93.57,Shekel,Cash,0,10,3
21438,124173,3617.65,US Dollar,ACH,0,6,0
11314,3671,9400.99,Euro,Credit Card,0,9,4
70,165440,1249.66,Saudi Riyal,Cheque,0,23,0
20,1439,7800.35,US Dollar,ACH,0,2,4
13,12,11899.41,Yen,Credit Card,0,5,3
217,217,11462.29,Saudi Riyal,Reinvestment,0,0,3
1439,1439,378.1,US Dollar,Reinvestment,0,0,3
26,224574,159263.91,Rupee,Cheque,0,10,4
24,24,27295.2,UK Pound,ACH,0,16,4
20,1595,0.07,Euro,Wire,0,5,3
7530,1595,1663.35,Euro,Cheque,0,16,2
70,132300,49665.56,Ruble,Cheque,0,22,4
25400,17102,6847.25,Euro,Wire,0,23,2
52898,54525,2252.74,Swiss Franc,Cheque,0,3,0
24070,14195,2535.23,Euro,Cash,0,16,4
27175,1110,868293.0,US Dollar,Cash,0,11,6
498,17059,987.92,Euro,Cheque,0,7,4
219705,219705,2547.04,US Dollar,ACH,0,13,1
11,40904,74139.62,Australian Dollar,Cheque,0,12,4
